               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
209,0.01371,0.0043907,0,0.98808,0.9881,0.98952,0.83884,0.014541,0.0051967,0,0.0029318,0.0029318,0.0029318
210,0.013771,0.0043344,0,0.98809,0.9881,0.98843,0.8332,0.014936,0.0051839,0,0.0028932,0.0028932,0.0028932
211,0.011594,0.0039794,0,0.98808,0.9881,0.98821,0.85254,0.013918,0.0051674,0,0.002855,0.002855,0.002855
212,0.012537,0.0040001,0,0.98809,0.9881,0.98882,0.83312,0.014538,0.0053562,0,0.002817,0.002817,0.002817
213,0.011907,0.0039899,0,0.98808,0.9881,0.98949,0.83678,0.014126,0.005339,0,0.0027793,0.0027793,0.0027793
214,0.012769,0.0043149,0,0.98809,0.9881,0.98952,0.8266,0.014312,0.0053249,0,0.0027419,0.0027419,0.0027419
215,0.011599,0.0041302,0,0.98808,0.9881,0.99063,0.85583,0.01383,0.0052874,0,0.0027048,0.0027048,0.0027048
216,0.012192,0.0038633,0,0.98808,0.9881,0.99194,0.85351,0.013796,0.005265,0,0.0026681,0.0026681,0.0026681
217,0.01159,0.0038293,0,0.98809,0.9881,0.99284,0.84892,0.014155,0.005128,0,0.0026316,0.0026316,0.0026316
218,0.011985,0.0038819,0,0.98807,0.9881,0.99296,0.8584,0.013701,0.0050548,0,0.0025954,0.0025954,0.0025954
219,0.013885,0.0041829,0,0.98809,0.9881,0.99286,0.8416,0.014455,0.0052987,0,0.0025596,0.0025596,0.0025596
220,0.016204,0.0043274,0,0.98808,0.9881,0.99271,0.82981,0.01449,0.0054238,0,0.0025241,0.0025241,0.0025241
221,0.013073,0.0043506,0,0.98808,0.9881,0.99308,0.8413,0.013922,0.0053099,0,0.0024889,0.0024889,0.0024889
222,0.011779,0.0035996,0,0.98809,0.9881,0.99155,0.84799,0.013691,0.0052093,0,0.0024541,0.0024541,0.0024541
223,0.011847,0.0042557,0,0.98809,0.9881,0.99076,0.83512,0.014041,0.0051398,0,0.0024195,0.0024195,0.0024195
224,0.012773,0.003934,0,0.98809,0.9881,0.99165,0.83855,0.01394,0.0050602,0,0.0023854,0.0023854,0.0023854
225,0.011125,0.0036977,0,0.98807,0.9881,0.99247,0.83674,0.014134,0.0052246,0,0.0023515,0.0023515,0.0023515
226,0.011782,0.0037616,0,0.98808,0.9881,0.99235,0.82836,0.0142,0.0052674,0,0.002318,0.002318,0.002318
227,0.011654,0.0041299,0,0.98809,0.9881,0.99272,0.843,0.013812,0.0052274,0,0.0022849,0.0022849,0.0022849
228,0.012529,0.0042139,0,0.98808,0.9881,0.99242,0.84391,0.013843,0.0050786,0,0.0022521,0.0022521,0.0022521
229,0.011903,0.0038167,0,0.98809,0.98807,0.99201,0.84975,0.013381,0.0051931,0,0.0022196,0.0022196,0.0022196
230,0.011762,0.0041575,0,0.98807,0.9881,0.99214,0.8537,0.013343,0.0049784,0,0.0021876,0.0021876,0.0021876
231,0.010916,0.0036447,0,0.98808,0.9881,0.99189,0.86196,0.013112,0.0049058,0,0.0021558,0.0021558,0.0021558
232,0.011754,0.0037739,0,0.98808,0.9881,0.9924,0.85591,0.013414,0.0050076,0,0.0021245,0.0021245,0.0021245
233,0.011881,0.0039862,0,0.98808,0.9881,0.99296,0.85102,0.013602,0.0050241,0,0.0020935,0.0020935,0.0020935
234,0.011647,0.0039163,0,0.98809,0.9881,0.99201,0.84669,0.013685,0.005047,0,0.0020629,0.0020629,0.0020629
235,0.0099391,0.0034915,0,0.98808,0.9881,0.98993,0.85278,0.013289,0.0049868,0,0.0020327,0.0020327,0.0020327
236,0.010723,0.0036111,0,0.98809,0.9881,0.98767,0.86004,0.013343,0.0049747,0,0.0020028,0.0020028,0.0020028
237,0.010519,0.0039635,0,0.98808,0.9881,0.98726,0.84981,0.013925,0.0051168,0,0.0019734,0.0019734,0.0019734
238,0.010259,0.003505,0,0.98808,0.9881,0.98789,0.85157,0.01364,0.0051091,0,0.0019443,0.0019443,0.0019443
239,0.0093914,0.0037385,0,0.98809,0.9881,0.98774,0.85552,0.013766,0.0050945,0,0.0019156,0.0019156,0.0019156
240,0.012251,0.0039163,0,0.98809,0.9881,0.98824,0.85013,0.0134,0.005055,0,0.0018873,0.0018873,0.0018873
241,0.011141,0.0037014,0,0.98808,0.9881,0.98813,0.85552,0.013149,0.0049919,0,0.0018594,0.0018594,0.0018594
242,0.009792,0.0035532,0,0.98809,0.9881,0.98807,0.85592,0.013076,0.0049089,0,0.0018319,0.0018319,0.0018319
243,0.010266,0.0038799,0,0.98808,0.9881,0.98941,0.85159,0.013221,0.0049739,0,0.0018048,0.0018048,0.0018048
244,0.0096044,0.0034832,0,0.98808,0.9881,0.99032,0.85608,0.013239,0.0050104,0,0.0017781,0.0017781,0.0017781
245,0.0096409,0.0036821,0,0.98809,0.9881,0.99061,0.84868,0.013524,0.005009,0,0.0017519,0.0017519,0.0017519
246,0.0099449,0.0038074,0,0.98809,0.9881,0.99084,0.85113,0.013539,0.0050393,0,0.001726,0.001726,0.001726
247,0.0096084,0.0038276,0,0.98808,0.9881,0.99091,0.85085,0.013437,0.0049805,0,0.0017005,0.0017005,0.0017005
248,0.0093388,0.0032351,0,0.98808,0.9881,0.99087,0.86472,0.012792,0.0048842,0,0.0016755,0.0016755,0.0016755
249,0.0099439,0.003257,0,0.9881,0.98808,0.99075,0.8593,0.013208,0.005112,0,0.0016509,0.0016509,0.0016509
250,0.009663,0.0035865,0,0.98808,0.9881,0.9904,0.85543,0.013323,0.0051937,0,0.0016267,0.0016267,0.0016267
251,0.00897,0.0038088,0,0.98807,0.9881,0.9895,0.85679,0.012945,0.0051053,0,0.0016029,0.0016029,0.0016029
252,0.0094256,0.0034452,0,0.98808,0.9881,0.98919,0.86108,0.012838,0.0050592,0,0.0015795,0.0015795,0.0015795
253,0.0091312,0.0031973,0,0.98808,0.9881,0.98897,0.86401,0.012807,0.0050783,0,0.0015566,0.0015566,0.0015566
254,0.0086132,0.0036578,0,0.98808,0.9881,0.98902,0.86926,0.012902,0.005087,0,0.0015341,0.0015341,0.0015341
255,0.0086639,0.0036232,0,0.98809,0.9881,0.98917,0.85389,0.013176,0.0050443,0,0.0015121,0.0015121,0.0015121
256,0.0081118,0.0032788,0,0.98808,0.9881,0.98914,0.86717,0.012957,0.0049884,0,0.0014905,0.0014905,0.0014905
257,0.0088702,0.003847,0,0.98809,0.9881,0.98948,0.86417,0.012774,0.004885,0,0.0014693,0.0014693,0.0014693
258,0.0088424,0.0031918,0,0.98808,0.9881,0.98941,0.86701,0.012701,0.0049755,0,0.0014486,0.0014486,0.0014486
259,0.0091504,0.0033547,0,0.98808,0.9881,0.98932,0.85114,0.012923,0.0049995,0,0.0014283,0.0014283,0.0014283
260,0.0093052,0.0031653,0,0.98808,0.9881,0.98985,0.85444,0.012908,0.0050389,0,0.0014084,0.0014084,0.0014084
261,0.0098897,0.0035142,0,0.98807,0.9881,0.99076,0.84826,0.0132,0.0051071,0,0.001389,0.001389,0.001389
262,0.0090282,0.0031739,0,0.98808,0.9881,0.99098,0.85991,0.012778,0.0050866,0,0.0013701,0.0013701,0.0013701
263,0.0088092,0.0035262,0,0.9881,0.98809,0.9917,0.85616,0.01275,0.0051207,0,0.0013516,0.0013516,0.0013516
264,0.0088667,0.0040661,0,0.98807,0.9881,0.99165,0.85135,0.012885,0.0052284,0,0.0013336,0.0013336,0.0013336
265,0.0090143,0.0032377,0,0.98808,0.9881,0.99103,0.85614,0.012765,0.0052144,0,0.001316,0.001316,0.001316
266,0.0081477,0.0029234,0,0.98808,0.9881,0.99052,0.84932,0.012972,0.0052133,0,0.0012989,0.0012989,0.0012989
267,0.009416,0.0037364,0,0.98807,0.9881,0.98992,0.85776,0.012951,0.005148,0,0.0012822,0.0012822,0.0012822
268,0.0087758,0.0033794,0,0.98809,0.9881,0.99032,0.84821,0.013226,0.0049868,0,0.001266,0.001266,0.001266
269,0.0082024,0.0034892,0,0.98808,0.9881,0.99048,0.85401,0.012815,0.0048686,0,0.0012503,0.0012503,0.0012503
270,0.0088644,0.0033571,0,0.98808,0.9881,0.99069,0.85483,0.012888,0.0048759,0,0.001235,0.001235,0.001235
271,0.008072,0.0032098,0,0.98808,0.9881,0.99036,0.85998,0.012688,0.0048365,0,0.0012202,0.0012202,0.0012202
272,0.009126,0.0037067,0,0.98809,0.9881,0.99024,0.8641,0.012678,0.0048625,0,0.0012059,0.0012059,0.0012059
273,0.0084772,0.003617,0,0.98809,0.9881,0.98989,0.86185,0.012761,0.0049702,0,0.0011921,0.0011921,0.0011921
274,0.0087039,0.0029837,0,0.98808,0.9881,0.98969,0.85949,0.012751,0.005078,0,0.0011787,0.0011787,0.0011787
275,0.0083082,0.0033718,0,0.98808,0.9881,0.99028,0.85898,0.013068,0.0052012,0,0.0011658,0.0011658,0.0011658
276,0.0077189,0.0029636,0,0.98809,0.9881,0.99036,0.85635,0.012905,0.0052669,0,0.0011533,0.0011533,0.0011533
277,0.0091735,0.0035196,0,0.98808,0.9881,0.99032,0.8591,0.013203,0.0052567,0,0.0011414,0.0011414,0.0011414
278,0.0077693,0.0033186,0,0.98808,0.9881,0.99057,0.8603,0.013037,0.0052136,0,0.0011299,0.0011299,0.0011299
279,0.0078467,0.0034307,0,0.98808,0.9881,0.98985,0.85644,0.01321,0.0051211,0,0.0011189,0.0011189,0.0011189
280,0.0073884,0.0031332,0,0.9881,0.9881,0.98974,0.857,0.012946,0.0050818,0,0.0011084,0.0011084,0.0011084
281,0.0080226,0.0030346,0,0.98809,0.9881,0.98927,0.85542,0.013029,0.0050494,0,0.0010983,0.0010983,0.0010983
282,0.0083145,0.0032784,0,0.98809,0.9881,0.98867,0.85538,0.01321,0.0050121,0,0.0010888,0.0010888,0.0010888
283,0.0084334,0.00348,0,0.98808,0.9881,0.98967,0.85351,0.013088,0.0049706,0,0.0010797,0.0010797,0.0010797
284,0.0083078,0.0031886,0,0.98808,0.9881,0.98981,0.86139,0.013166,0.0049048,0,0.0010711,0.0010711,0.0010711
285,0.0078113,0.0031675,0,0.98809,0.9881,0.99048,0.85894,0.012817,0.0048355,0,0.001063,0.001063,0.001063
286,0.008684,0.0033622,0,0.98808,0.9881,0.99094,0.84898,0.013273,0.0049098,0,0.0010554,0.0010554,0.0010554
287,0.0079886,0.0033169,0,0.98808,0.9881,0.99051,0.85247,0.013189,0.004964,0,0.0010483,0.0010483,0.0010483
288,0.0084546,0.0033376,0,0.98808,0.9881,0.9908,0.85377,0.013276,0.0049643,0,0.0010416,0.0010416,0.0010416
289,0.0083445,0.003601,0,0.98809,0.9881,0.99095,0.85725,0.01302,0.0049339,0,0.0010355,0.0010355,0.0010355
290,0.009071,0.0037774,0,0.98808,0.9881,0.99111,0.86682,0.012912,0.0049028,0,0.0010298,0.0010298,0.0010298
291,0.0084636,0.0035989,0,0.98809,0.9881,0.99087,0.86416,0.012766,0.0048748,0,0.0010247,0.0010247,0.0010247
292,0.008367,0.0033047,0,0.98809,0.9881,0.99111,0.85696,0.012836,0.0049799,0,0.00102,0.00102,0.00102
293,0.0082162,0.0032687,0,0.98809,0.9881,0.99111,0.86435,0.012806,0.0050543,0,0.0010158,0.0010158,0.0010158
294,0.0084714,0.0035902,0,0.98808,0.9881,0.99147,0.86241,0.012925,0.0050383,0,0.0010121,0.0010121,0.0010121
295,0.0082657,0.0034943,0,0.98807,0.9881,0.99141,0.86104,0.013577,0.005137,0,0.0010089,0.0010089,0.0010089
296,0.0080466,0.0032213,0,0.98807,0.9881,0.99217,0.85053,0.013324,0.0051365,0,0.0010062,0.0010062,0.0010062
297,0.0080441,0.0031826,0,0.98808,0.9881,0.99224,0.86662,0.012815,0.0050705,0,0.0010039,0.0010039,0.0010039
298,0.0079048,0.0034289,0,0.98808,0.9881,0.99236,0.86232,0.012893,0.0050886,0,0.0010022,0.0010022,0.0010022
299,0.0078759,0.0032518,0,0.98808,0.9881,0.99179,0.86324,0.012877,0.0050277,0,0.001001,0.001001,0.001001
